Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,31.459999,32.650002,31.049999,32.480000,32.480000,5229500
2019-01-03,31.690001,31.850000,28.809999,30.059999,30.059999,16822000
2019-01-04,30.440001,32.090000,30.400000,32.040001,32.040001,9369600
2019-01-07,31.990000,33.480000,31.240000,32.950001,32.950001,8010700
2019-01-08,33.360001,33.650002,32.200001,32.419998,32.419998,7107700
2019-01-09,32.419998,33.549999,32.299999,33.419998,33.419998,6179400
2019-01-10,30.620001,32.209999,29.780001,32.040001,32.040001,19726300
2019-01-11,31.799999,31.990000,31.100000,31.799999,31.799999,6900100
